Suquelish Dykailum 
May we have a/an…please?          Yame woy vase E/En…pleje?
Cup                                                      Dorn
Fork                                                     Twage
Knife                                                    Utana
Spoon                                                  Spritle or Chid
Glass                                                    Glenet
Plate                                                     Sawfet
Bowl                                                     Keblue
Napkin:                                                Swyper
May I have some…                           Yame Fe vase mesoe….
Butter?                                                Glutter?
Bread?                                                 Poonj?
Lemon?                                                Leegrok?   
Mustard?                                             Dumoot?
Pepper?                                                Perloom?
Salt?                                                      Rilt?
Seasoning?                                          Humnenig?
Sugar?                                                   Shugi?
Special Requirements:   Verseal Romeedents:
Do you have…for diabetics?              Ode Ina vase…rofe shugi chexia? 
Special menu’s…                                  Verseal listays…
Cakes                                                      Keeks?
Fruit Juices                                             Weeb bowjis?
I can’t eat food containing…               Fe Rom’t garb nant dupellnig…
Nuts.                                                       Plajjis.
Sugar.                                                      Shugi.
Wheat.                                                    Hapreo.
Flour/Fat…                                              Dabray/Gorb
Do you have Vegetarian dishes?        Ode Ina vase yintodillian brennes?
May I have cheese/fruit instead        Yame Fe vase kase/weeb meffan
Of dessert?                                            Foe sandrin? 
Can I have an artificial          Rom Fe vase E fakooserp quafenner?
sweetener?   
AND…A basic list of very common foods: 
E Forkis klert foe koomoe rornon nants:
I’d like a/an/some…                             Fe’d kile E/En/Mesoe…
Apple.                                                    Munzel.
Bacon.                                                    Zizzel.
Banana.                                                 Banarsha.
Biscuits.                                                 Quinfoelts.
Blue berries.                                          Ozukpruses
Beer.                                                       Roog.
Bread.                                                     Poonj
Butter.                                                    Glutter.
Cheese.                                                  Kase.
Chips.                                                     Travpattoo.
Chocolate Bar.                                      Nahki Strik.
Chocolate Milk.                                    Nahki kayloe.
Chocolate Pudding.                             Nahki Tahroon.
Coffee.                                                   Grahs.
Cold cuts.                                              Chize sheers.
Cookies.                                                 Shayfels.
Eggs.                                                       Ovis.
Grapes.                                                   Greems.
Ice-cream.                                              Aynkjeam.
Milk.                                                        Kayloe.
Mustard.                                                 Dumoot.
Omelet.                                                   Prelnokt.
Oranges.                                                  Rujus.
Raspberries/Blackberries                     Quohgpruses/Arnoepruses.
Rolls.                                                        Flans.
Sandwich.                                               Humnech.
Sausage.                                                  Minwahj.
Stake.                                                       Quate
Tea.                                                           Nam.
Yogurt.                                                      Yahdah.
Traveling around:  Yothelnig enserkan:
Do you sell compasses?                        Ode Ina svin Jorvillels?
Doe you sell maps?                                Ode Ina svin Jovillets? 
I’d like a ticket to…                                  Fe’k kile E Pronket ote…
How much is a ticket to?…                      Trow rone est E pronket ote?...
Is there a coach/ride into the city?      Est silla E Kern ninote De helm?
Which direction/way is North?             Tord opee est Darth?
South?                                                        Ronth?
East?                                                           Jelst?
West?                                                         Prelst?
How far is…                                              Trow kran est…
Is there a wilderness guide?                 Est silla E Styvekti jovelleer?
Is there a/an…                                         Est silla E/En…
Airport?                                                    Bruthhoelj?
Train station?                                           Koalch Trilten?
Stage Coach?                                           Grajekern? 
Ship/boat Port?                                       Kobahkhoelj?
Take me to…                                             Klake mohn ote…
Taxi please…                                             Rixi pleje…
Where is the bus port?                           Thilla est de tran hoelj?
What time does…                                    Dhut abba odes…
My bus leave?                                          Moy tran loiv?
The flight leave?                                      De swint loiv?
The stage leave?                                      De graje loiv?
How long will the journey take?           Trow skwit dell de yother klake? 
What is the arrival time?                        Dhut est de hiskoddal abba?
Shopping and business: Troennig ont Sanziben:
Where is the closest…                              Thilla est de larftast…
Antique shop?                                            Oinchent troe?
Art Gallery?                                                 Kreet penoshay?
Bank?                                                            Ponufer?
Beauty/Barber shop?                               Stukripoos/Snyrett Troe?
Bookshop?                                                 Toartroe?
Brick Yard?                                                 Mudj Yithgim
Butcher Shop?                                           Kumea Troe?
Camera Store?                                           Snaproga Zahngrit
Candle Maker?                                          Wixzil Mannuteer?
Candy Maker?                                            Purrah Mannuteer?
Carpenter?                                                  Konstroneer?
Dairy?                                                          Kayloe Kulten?
Dentist?                                                       Gritothist?
Doctor?                                                        Depswah?
Tailor/Dress Maker?                                  Lant/Kass Mannuteer?
Leather Shop?                                            Therlem Troe?
Leather Worker?                                        Therlem Rablorin
Shoe maker?                                               Thahta Troe?
Bakery?                                                        Boakeri?
Lumber Mill?                                               Mung Gryent?
Flour Mill?                                                    Dabray Gryent?
Restaurant?                                                  Maloe?
Café                                                                Garbtroe?
Farmer’s Market?                                        Kulteneer’s Kommert?
Apothecary/Pharmacy?                             Tempovolen?    
Jeweler’s?                                                    Elbrewweer’s?
Hospital?                                                       Remtatum? 
Police Station?                                              Chanpoe Trilten?
Post Office?                                                   Showtrefforse?
Grocery Store?                                              Bodsorihoss?
Laundromat?                                                 Webennyket?
Cigarette Shop?                                             Melka Troe?
Bar/Tavern/Saloon?                                      Rooghoss?
Toy Shop?                                                       Yote Troe?
Watch Maker?                                               Oritsiv Mannuteer?
Blacksmith?                                                    Arnoepowwit?
Library?                                                           Dytoarium?
Church:                                                            Shappal?
Soap Maker?                                                  Dagrat Mannuteer?
Brewery?                                                         Stabbottry?
Repair Shop?                                                  Roprit Troe?
Wine Maker?                                                  Veno Mannuteer?
Veterinarian?                                                  Punparl Depswah?
Hardware Store?                                            Rumannute Zahngirt?
Second-Hand Shop                                        Tanon-Sage Troe?
Flea Market?                                                   Strahzoe Kommert?
Glass Blowers?                                                Glenet Yoineers?
Stables:                                                          Onayshis?
Saddlery?                                                       Saddlery?
Barbecue?                                                      Chafzannar?
School?                                                           Melmon?
University/College                                        Koghoss?
Newspaper?                                                  Breegparch?
Printer?                                                          Selnteer? 
Printing Shop?                                              Selntnig Troe?
Prison/Jail?                                                    Lagnif?
Perfume Maker?                                          Yadlum Mannuteer?
Furniture shop?                                            Daymplachur Troe?
Cloth Maker?                                                 Sheem Mannuteer?
Paper and Ink Shop?                                    Parch ont Trufe Troe?
Book Binder?                                                 Toar Twiner?
Basic General expressions in Commerce: 
Where…
Where is a good…                                         Thilla est E mees…
Where can I find…                                         Thilla rom Fe Remm…
Where’s the main shopping area?             Thilla’s De nain Troennig
                                                                          Haxeo?
Is it far from here?                                         Est tet kran frame hech?
How do I get there?                                       Trow ode Fe Gat silla?
Service:
Can you help me?                                    Rom Ina broon mohn?
I’m just looking.                                        Fe’k roy oritnig.
I want…                                                      Fe vont…
Can you show me…                                 Rom Ina orm mohn…
Do you sell…                                             Ode Ina svin…
Will you buy…                                          Dell Ina tarn…
I’d like to buy…                                        Fe’d kile ote tarn…
Do you have any…                                   Ode Ina vase ony…
Where’s the department?                     Thilla’s de tarpidant?
Where’s the elevator/escalator?          Thilla est de grut?
That one… Thet plur…  
That/Those…                                             Thet/Thuse…
The one in the window.                           De plur nin de Tamdow.
In the display case…                                 Nin de dosspojoe sebrif…
Defining the Article:
It must be…                                                Tet yad boe…
Big…                                                             Huge (Pronounced HEW-GAH)
Cheap…                                                       Hort…
Dark…                                                          Nigak…
Good…                                                         Mees…
Heavy…                                                        Wonry…
Large…                                                        Jark…
Light…                                                         Yosh…
Oval…                                                          Oval…
Rectangular…                                             Gletanrahker…
Round…                                                       Serd…
Small…                                                         Possmall…
Square…                                                      Sqayg…
Sturdy:                                                         Tranaysh…
I don’t want anything too                         Fe odent vont onydring oot
Expensive.                                                   Yonponsif.
Preferences: 
Can you show me some more?                Rom Ina orm mohn mesoe 
                                                                       Rone? 
Do you have anything…                             Ode Ina vase onydring…
Cheaper/better                                            Horter/Glappy
Larger/smaller                                              Jarker/Possmallor
HOW MUCH: (TROW KINTOE):
How much is this?                                       Trow kintoe est thes?
I don’t understand.                                      Fe ode nelt dopanskad.
Please write it down.                                   Pleje, skrib tet drob.
I don’t want to spend more than…            Fe odent vont ote poynd rone..
Pons.                                                               Thon…Pons.
Decision:
It’s not really what I want.                       Tet’s nelt molly dhut Fe vont.
No, I don’t like it.                                       Nwok. Fe odent kile tet.
I’ll take it!                                                    Fe’ll klake tet!
Ordering:
Can you order it for me?                           Rom Ina bakkan tet rofe mohn? 
How long will it take?                                 Trow skwit dell tet klake? 
Delivery:
I’ll take it with me.                                       Fe’ll klake tet seth mohn.
Deliver it to the…hotel.                              Nahkleet tet ote de…strakanzie.
Send it to this address.                               Trepp tet ote thes streplise.
Paying:
Where do I pay?                                           Thilla ode Fe lat?
How much is it?                                            Trow kintoe est tet?
Can I pay with debit card?                           Ode Ina lat seth debit parch?
Can I pay with credit card?                          Ode Ina lat seth jarg parch? 
Do you accept…                                              Ode Ina impraze…
Dollars?                                                            Dolliars?
Pounds?                                                            Plahjis?
Only Suquellish Pons?                                    Ony, Suquis Pons? 
Checks?                                                             Krafes?
Digital Dollars?                                                 Nerboed Dolliars?
I think you made a mistake on my bill.    Fe Kognah Ina mannuted 
                                                                       E musklake noy mohn invoy.
Anything else?
No, thanks. That’s all.                          Nwok, darlettoes. Thet’s eel. 
Yes. I want…                                          Shem. Fe vont…
Show me…                                             Orm mohn…
May I have a beg, please?                   Yame Fe vase E gach, Pleje?
Dissatisfied:   
Can you please exchange this?           Rom Ina pleje, Angeenj thes? 
I want to return this.                             Fe vont ote kombin thes.
I’d like a refund.                                     Fe’d kile E rogipe.
Here’s the receipt.                                Hech’s de yawrit. 
At The Book Shop: (Et de toartroe):
Have you any books in English?         Vase Ina ony toars nin Ganyon?
Do you sell second hand books?        Ode ina svin tanon sage toars?
I want a/an/some:   Fe vont E/en/mesoe
Address book.                                         Steplise toar.
Pen/pensil.                                              Blisk/Bliskell
Colored Pensils.                                      Bloomunt Bliskells
Crayons.                                                   Bliskyons.    
Calendar.               NerQuim. (Pronounced Ner-Que-im ) 
Dictionary.                                               Dykailum.
German to English.                                Garmare ote Ganyon.
Suquellish to English.                            Suquis ote Ganyon.
French to Suquellish.                             Frynch ote Suquis.
Spanish to Suquellish.                           Spahrone ote Suquis.
Russian to Suquellish.                           Rozarrian ote Suquis.
Paper.                                                       Parch.
Envelopes.                                               Peloviums.
Eraser.                                                      Ragoler.
Glue.                                                        Natessor.
Grammar book.                                     Merjeertoar.
Ink.                                                           Trufe.
Labels.                                                     Zoggers.
Magazine.                                              Mogotoar.
Newspaper.                                           Breegparch.
Notebook.                                             Skromtoar.
Pencil sharpener.                                 Bliskell Traspenner.
Paperback book.                                 Parchzurk Toar.
Paperclips.                                            Parchgraps.
Playing Cards.                                      Pojoenig Parches.
Calculator.                                            Nerbrillettor.
Postcard.                                              Showtparch.
Ruler.                                                    Boimeer.
Staples.                                               Klarts.
Thumbtacks.                                      PollemKimps
Writing Pad.                                       Skribnig Sawfet.
String.                                                 Vosbont.
For baby:  (Rofe Enfon)
Baby food.                                         Enfongarb.
Pacifier.                                              Binky.
Bottle.                                                Teltob.
Diapers.                                             Pangsheems.
Clothing: (Sheemnig):
I need…for a 10 year old boy/girl.     Fe meed…rofe E plurzan Parrok
                                                                 Klayd klum/bedril.
I’d like…                                                   Fe’d kile…
Color:
I’d like something in…                          Fe’d kile mesoedring nin…
I want something darker/lighter.       Fe’d kile mesoedring nigakker/
                                                                 Yosher.
I want something to match                 Fe vont mesoedring ote bisk
This.                                                         Thes. 
I don’t like the color.                             Fe odent kile de bloomun.
I’d like it in…                                           Fe’d kile tet nin…
Black.                                                      Arnoe.
Brown.                                                  Yeeth.
Grey.                                                      Yarch.
Red.                                                        Tilrue.
Blue.                                                       Ozuk.
Orange.                                                  Ruju.
Pink.                                                        Ruzi.
Purple.                                                    Purplah.
White.                                                     Asprit.
Yellow.                                                     Goldew.
Gold.                                                        Jrano.
Silver.                                                       Nadir.
A lighter color.                                        E yosher bloomun.
Fabric:
Do you have anything made of…        Ode Ina vase onydring mannuted 
                                                                  Foe…
Cotton.                                                     Glintin.
Wool.                                                        Spwegah.
Will it shrink?                                          Dell tet relk?
Made here?                                             Mannuted hech?
Handmade?                                             Sage Mannuted?
Imported?                                                Enhoeljt.
Do you have any better Quality?         Ode Ina vase ony glappy 
                                                                  Kraftkattay?
Can I try it on?                                        Rom Fe gole tet noy?
Where’s the fitting room?                    Thilla’s de dwitnig blore? 
Is there a mirror?                                   Est silla E Roglassnig Sloke?
It fits very well.                                       Tet dwits koomoe Meram. 
I’d like a pair of…                                    Fe’d kile E irap foe…
Boots.                                                      Boorz.
Moccasins                                               Kassimoks.
Rain boots.                                              Dreep boorz.
Sandals.                                                   Thotlich.
Shoes.                                                      Thahtas.
With leather soles.                                Seth therlem soles.
With wooden soles.                              Seth Mungum soles.
With rubber soles.                                Seth boisher soles. 
These are too…                                      Thase moe oot…
Narrow/Wide                                         Jarrow/ Predth
Large/Small                                             Jark/Possmall
Do you have a larger/                           Ode Ina vase E jarker/
Smaller size?                                           Possmaller thinj?
I need some shoe laces.                       Fe meed mesoe thahta vlims.
Can you repair these shoes?               Rom Ina roprit thase thahtas?
Can you stitch this?                                Rom Ina zvich thes?
I want new soles and heels.           Fe vont wiss soles und blokes.
When will they be ready?               Whan dell thoy boe linghast? 
Groceries:   bodsorius:
I’d like some bread please.               Fe’d kile mesoe poonj, pleje.
What type of cheese do                   Dhut Selnt foe kase ode Ina vase?
A piece of…                                         E silm foe…
This one.                                              Thes plur.
The one on the shelf.                        De plur noy de laffet.
I’ll have one of those, please.          Fe’ll vase plur foe thuse, pleje.
May I help myself?                            Yame Fe broon moysulf?
I’d like…                                               Fe’d kile…
Two oranges,                                      Tan Ruju’s
Five apples,                                         ebbin Ponell’s/Munzel’s, 
Four tomatoes,                                   exil Likoeffrats, 
Two pounds of butter,                       Tan plahjis foe glutter,
A gallon of milk,                                  E ganban foe kayloe,
Und a loaf of bread.                           Und E foelt foe poonj. 
A dozen eggs…                                    E plertan ovis…
Four slices of ham…                           Exil neljis foe swige…
A pack of bacon…                               E klardaj foe Swige naysh…
A box of Chocolate…                          E krat foe nahki. 
A jar of jam…                                       E charg foe rooloe…
Some Peanut Butter.                        Mesoe Pahna Glutter.
Some peas.                                        Mesoe nolf.
Carrots.                                               Klons.
Cabbage.                                            Borgeesh.
Almonds.                                            Nurbins.
Chicken.                                              Cherkon. 
Beef.                                                    Moo.
Stake.                                                  Kesqah.
Buffalo                                                Byffen.
Goose/Duck                                       Plaquarswinji.
Deer/Venison                                    Inyin.
Lettice                                                chuns.
A can of pears/peaches                  E rom foe queegs/Cholas
Plums                                                 Prages.
Kiwi                                                    Bambole
A bottle of mustard/Catsup           E teltob foe dumoot/Lenmip
Some wine                                        Mesoe veno.
Juice.                                                 Bowj.
Rabbit.                                              Shadi.
Fish.                                                   Shiff.


Jeweller’s-Watchmaker: 
 Elbreweer’s- Oritsivmannuteer:

I want a small present for…                     Fe vont E possmall barvik rofe…
Can I please see that?                              Rom Fe, Pleje orin thet? 
Do you have anything in gold?               Ode Ina vase onydring nin jrano?
How many carats is this?                         Trow numsu prispial est thes?
Is this real silver?                                       Est thes moyyel madir?
Can you repair this watch?                      Rom Ina roprit thes oritsiv?
I’d like A/An/Some…                                 Fe’d kile E/En/Mesoe…
Alarm clock.                                               Siren albek.
Battery.                                                       Shytor Klard.
Bracelet.                                                     Kigst yart.
Brooch.                                                       Kammin.
Chain bracelet                                           Tyke kigst yart.
Cuff links.                                                    Kigzin Kweks
Earrings.                                                      Ornyarts.
Gem.                                                            Pamutous thobe.
Diamond                                                     Glammord.
Jewel box                                                    Elbrew krat.
Necklace.                                                    Bromtwip.
At The Tobacco Shop: Et De Tabiqqoe Troe:

A pack of cigarettes, please.                E klard foe melkah’s, Pleje.
Do you have any American                  Ode Ina vase ony Eragoishan
Cigarettes?                                             Melkah’s?
Do you have English Cigarettes?         Ode Ina vase Ganyon Melkah’s?
Give me A/Some…Please.                    Gipe mohn E/Mesoe…Pleje.
Chewing Tobacco.                                  Jikennig Tabiqqoe.
Cigarette case/box                                 Melkah krat
Filter Cigarettes.                                     Thakib Melkah’s
Menthol.                                                  Perloommentha.
No filter Cigarettes.                                Nwok thakib melkah’s
Pipes.                                                        Klanes.
Pipe Tobacco.                                          Klane Tabiqqoe.
A Cigar.                                                     E Broemel.
A box of cigars.                                       E Krat foe Broemel.
A lighter.                                                  E Yosher.
Matches.                                                  Biskis.
Cigarette Paper.                                      Melkahparch.
Cigarette Roller.                                      Melkah Flanner.
Bulk Tobacco.                                          Naynz Tabiqqoe

Banks and Your Money:
Ponufers und Inar Segum:

Money in the Suquellish Tribes is authorized, coined, printed and released under the power of the Muda and specifically the Suquellish Montrasi treasury. Private banks owned by independent bankers, as seen in other nations around the plane is strictly prohibited by Suquellish Constitutional law. Furthermore, every Pon note and Trastel is by law backed by Silver and to a lesser extend, Gold. The Moolli Montrasi may only release in Pon notes and Trastels half the value of the Gold and Silver physically housed in the treasury.  This mean’s for every $100.00 dollars of gold or Silver actually, physically possessed by the Montrasi, they are only permitted by Law to allow $50.00 dollars in the form of Pon notes and Trastels into the general public circulation. Currently the exchange rate of the US dollar for Suquellish Pon is half, in favor of the Pon notes, which are backed mainly by silver, whereas the US dollar is a fait currency  backed by nothing other than the faith it’s user’s have placed in it and the fact it is the world’s reserve currency at present for oil purchases, making it backed by oil. Should the status of the US dollar change, however, it will have no backing at all and be deemed by the Suquellish Montrasi as worthless. As it is, the US dollar is already hyper-inflated by over printing and release. Therefore, the US Dollar on open exchange is worth only about half that of the Suquellish Pon. 
Understand, if you are holding dollars and wish to convert them into Pons, for every dollar you convert you will receive 50 Trastels. If you wish to convert your dollars into Pons you will only receive half as much in Pons, due to the Pon’s greater values determined by the spot prices of Silver and to a lesser extent Gold, in the international marketplace of Commerce. Should any nation’s currencies fail or become worthless, the Suquellish Republic shall also deem the currency worthless and refuse to accept it or exchange against it. This includes the UK Pound, The German Mark and the US, Australian and Canadian Dollar. There is no exception. Fait currency is of no value and Suquella operates on the Austrian system of economic laws and principles, not the Keynesian system of Credit and Debt for money generation. 

Where’s de nearest bank?                             Thilla est de larftest ponufer?
Where is the currency/money                      Thilla est de segum Angeenj?
Exchange?
I want to change some dollars into              Fe vont ote geenj mesoe dollars
Pons.                                                               Ninote  Pons.
I want to exchange these Pons for            Fe vont ote angeenj thase Pons 
Dollars.                                                           Foe Dollars.
What’s the exchange rate?                         Dhut’s de angeenj nate?
I want to…                                                      Fe vont ote…
Open an account.                                          Endeb en sqayg.
Close an account.                                          Larf en sqayg.
Make a withdraw.                                         Mannute E sethskit.
Where should I sign?                                    Thilla stum Fe jibbern?
I want to deposit this in my                         Fe vont ote nahkleet thes nin
Account.                                                          Moy sqayg.
Can you give me an estimate of                  Rom Ina gipe mohn en solispeet
The cost?                                                        Foe de proesk? 
I have an appointment with…                    Fe vase en shahventment seth…
My name is…                                                Moy meo est…
Where can I get copies?                             Thilla rom Fe gat dooplee’s?
I’d like to invest in…                                     Fe’d kile ote jronovi nin…
What’s my balance?                                    Dhut’s moy bykarch?

At the Doctor’s: Et de Depswah’s:
Can you get me a doctor/Dentist?            Rom Ina gat mohn E Depswah/
                                                                         Gritothist?
Is there a doctor here?                                Est silla E depswah hech? 
I need a doctor right away!                        Fe meed E depswah tahj ohvay!
Is there a doctor that speaks                     Est silla E Depswah thet hoiks
English?                                                         Ganyon? 
Is there a surgeon available?                     Est silla E opjeon othelluffa?
Can the doctor come and see me?           Rom De depswah mekoe und
                                                                        Orit mohn?
What time will the doctor be here?         Dhut abba dell de depswah 
                                                                        Boe hech? 
Can you suggest A/An…                              Rom Ina koggest E/En…
A doctor?                                                       E depswah?
A pediatrician?                                              E Bolissis Depswah?
Eye doctor?                                                  Orit Depswah?
Gynecologist?                                              Vomare’s Depswah?
Obstetrician?                                               Maytrexyonee Depswah?
Midwife?                                                       Maytrexohneer.  
Herb Doctor/Naturopath?                         Yintology Depswah?
Iridologist?                                                    Senorittologist?
Acupuncturist?                                             Tsuboelleer.
Reflexologist?                                                Sarjeeloin
Homeopathic Doctor?                                 Hannammannist?
Surgeon?                                                        Opjeon?
Can I make an appointment?                     Rom Fe mannute en    
                                                                        shahventment?
Tomorrow?                                                    Oetromeern?  
As soon as possible!                                   Oos foon oos Agazzah!


Body Parts: Mordat gijis:

NOTATION: While many of the body parts are listed in the main dictionary, many are not. Most are listed here. Therefore, here rather than the main dictionary should serve for your suquelish reference to body parts. 
Appendix…                                                                Puntanor
Arm…                                                                          Nexten
Artery…                                                                      Vanifon
Back…                                                                         Zurk
Bladder…                                                                    Plaquar netrel
Bone…                                                                         Soge
Bowel…                                                                       Roenerjee Lahm
Breast…                                                                       Beej
Chest…                                                                         Hest
Ear…                                                                             Orn
Eye…                                                                             Orit
Face…                                                                           Quim
Finger…                                                                         Mayhoff
Foot…                                                                            Yag
Gland…                                                                          Nerk
Hand…                                                                           Saje
Head…                                                                         Boraid
Heart…                                                                        Mensil
Jaw…                                                                            Ayerm 
Joint…                                                                          Arn
Kidney…                                                                      Neffrut
Knee…                                                                         Dores
Leg…                                                                            Pab
Lip…                                                                             Flohp
Liver…                                                                          Hepan
Lung…                                                                           Prahn
Mouth…                                                                       Ort
Muscle…                                                                       Kangroy
Neck…                                                                           Brom
Nerve…                                                                         Pulch
Nose…                                                                           Jiss
Rib…                                                                              Brab
Shoulder…                                                                    Jostbow
Skin…                                                                             Sqen
Skull…                                                                             Qorbaraid
Spine…                                                                           Rij
Stomach…                                                                     Bolgut
Tendon…                                                                       Woltrix
Thigh…                                                                          Frim
Throat…                                                                        Sprak
Thumb…                                                                       Pollem
Toe…                                                                             Brog
Tongue…                                                                       Wherg
Tonsils…                                                                        Formels
Vein…                                                                            Passeen

Accident-Injury:    Joobiah-Pellagroy:

There has been an accident!                   Silla vas bween en joobiah!
My child has had a fall.                             Moy bolis vas vas E Drope.
He/She has hurt his/her head.                Mea/Gwee vas nach Meor/
                                                                      Me’air boraid.
My child swallowed a poison!                 Moy Bolis gultimmed E buspar!
He/She is unconscious!                            Mea/Gwee est Oinsaykohg!
He/She is bleeding!                                   Mea/Gwee est Heemnig!
He/She is injured!                                      Mea/Gwee est Pellagroyt!
His/her arm is broken.                              Meor/Me’air Nexten est
                                                                      Shatchen.
His/her ankle is swollen.                          Meor/Me’air Kloyon est
                                                                      Manhugent.
I’ve been stung.                                         Fe vase bween perbu!
I have something in my eye.                   Fe vase mesoedring nin moy
                                                                     Orit.
I’ve got A/An…                                           Fe’se gat E/En…
Blister/boil…                                               Vartel.
Bruise…                                                        Arnoe sqen.
I have a burn.                                              Fe vase E kiln.
Cut.                                                               Sheer.
Bite.                                                              Jike.
Lump.                                                           Bunt.
Rash.                                                             Viskeez.
Sting.                                                             Brins.
Strained muscle.                                         Vraint Kangroy.
Swelling.                                                       Manhugent.
Wound.                                                         Skak.
Can you have a look at it?                        Rom Ina vase E orit et tet?
I can’t move my…                                      Fe romelt mod moy…
It hurts…                                                      Tet naches!
Illness: Chexia:

I don’t feel well.                                          Fe odent epps meram.
I feel dizzy/sick.                                           Fe epps spinok/chexxik
I’ve been vomiting.                                    Fe’se bween sploojnig.
I have a fever.                                              Fe vase E Nimahj.
My temperature is…                                  Moy Permutio est…
What is my temperature?                         Dhut est moy permutio?
I have constipation.                                   Fe vase Pandulay.
I have diarrhea.                                          Fe vase Bresaddola.
My…hurts.                                                  Moy…naches.

I’ve got A/An:  Fe gat E/En:
I have a cold/cough.                                 Fe vase E chize/Hak.
Cramps.                                                      Spasses.
Earache.                                                     Ornblung.
Headache.                                                 Boraidblung.
Stomachache.                                          Bolgut blung.
Nosebleed.                                               Jissheem.
Painful joints.                                           Thrawkfil arns.
Sore throat.                                              Rige Sprak.
Palpitations.                                             Mensil poss.
Stiff neck.                                                  Tarv brom.
It’s hard to breathe!                               Tet’s rone ote halthy!
I have a pain in my chest.                      Fe vase E thrawk nin moy hest.

I had a heart attack…a year ago.          Fe vad E mensil ryofe…E Parrok
                                                                   Oroe. 
My blood pressure is too high/low      Moy heem dayoke est oot trom/
                                                                    Mak.
I’m allergic to…                                        Fe’k eppsotiff ote…
I’m diabetic.                                              Fe’k shugi chexxik.

Women’s complaints: Vomare’s landonts.

My periods are irregular.                        Moy diopers moe nelt konsister.
I have a vaginal infection.                        Fe vase E playett Ainsarm.
I am on the pill.                                         Fe koe noy de tilf.
I’m pregnant.                                             Fe’k  Maytrexyon.
I have’t had a period in two                    Fe vasen’t vad E doiper nin tan
                                                                     Enstrons.
What is my diagnosis?                             Dhut est moy Onchexatay?
Do you know what’s wrong                    Ode Ina kognah dhut’s bodu
With me?                                                    Seth mohn?
Common Questions Doctor’s Ask: 
